Sample in Buffer,Sample in Window,TRIGGER,u_ddr3_ctrl_2port/u_fifo_axi4_adapter/fifo_to_axi4_inst/w_done,u_ddr3_ctrl_2port/u_fifo_axi4_adapter/fifo_to_axi4_inst/m_axi_awaddr[31:0]
1977,1977,0,0,00000200
1978,1978,0,0,00000200
1979,1979,0,0,00000200
1980,1980,0,0,00000200
1981,1981,0,0,00000200
1982,1982,0,0,00000200
1983,1983,0,0,00000200
1984,1984,0,0,00000200
1985,1985,0,0,00000200
1986,1986,0,0,00000200
1987,1987,0,0,00000200
1988,1988,0,0,00000200
1989,1989,0,0,00000200
1990,1990,0,0,00000200
1991,1991,0,0,00000200
1992,1992,0,0,00000200
1993,1993,0,0,00000200
1994,1994,0,0,00000200
1995,1995,0,0,00000200
1996,1996,0,0,00000200
1997,1997,0,0,00000200
1998,1998,0,0,00000200
1999,1999,0,0,00000200
2000,2000,0,0,00000200
2001,2001,0,0,00000200
2002,2002,0,0,00000200
2003,2003,0,0,00000200
2004,2004,0,0,00000200
2005,2005,0,0,00000200
2006,2006,0,0,00000200
2007,2007,0,0,00000200
2008,2008,0,0,00000200
2009,2009,0,0,00000200
2010,2010,0,0,00000200
2011,2011,0,0,00000200
2012,2012,0,0,00000200
2013,2013,0,0,00000200
2014,2014,0,0,00000200
2015,2015,0,0,00000200
2016,2016,0,0,00000200
2017,2017,0,0,00000200
2018,2018,0,0,00000200
2019,2019,0,0,00000200
2020,2020,0,0,00000200
2021,2021,0,0,00000200
2022,2022,0,0,00000200
2023,2023,0,0,00000200
2024,2024,0,0,00000200
2025,2025,0,0,00000200
2026,2026,0,0,00000200
2027,2027,0,0,00000200
2028,2028,0,0,00000200
2029,2029,0,0,00000200
2030,2030,0,0,00000200
2031,2031,0,0,00000200
2032,2032,0,0,00000200
2033,2033,0,0,00000200
2034,2034,0,0,00000200
2035,2035,0,0,00000200
2036,2036,0,0,00000200
2037,2037,0,0,00000200
2038,2038,0,0,00000200
2039,2039,0,0,00000200
2040,2040,0,0,00000200
2041,2041,0,0,00000200
2042,2042,0,0,00000200
2043,2043,0,0,00000200
2044,2044,0,0,00000200
2045,2045,0,0,00000200
2046,2046,0,0,00000200
2047,2047,0,0,00000200
